# form	pos	lemma	sense	freq
སྒྲ་དོན	NOUN			3415
སྒྲ་པ				114
སྒྲ་ཕབ				
སྒྲ་བ				
སྒྲ་བཅས				
སྒྲ་བཟང				
སྒྲ་བརྒྱད				
སྒྲ་བརྒྱལ				
སྒྲ་བརྙན				832
སྒྲ་བཤད				105
སྒྲ་བསྒྱུར				
སྒྲ་བོ་ཆེ				
སྒྲ་བྱེད				
སྒྲ་བླ				
སྒྲ་མ				
སྒྲ་མཁན	PROPN			45
སྒྲ་མགྱོགས				
སྒྲ་མཐར				
སྒྲ་མེད				108
སྒྲ་ཙམ				
སྒྲ་ཚད	NOUN			272
སྒྲ་ཚིག				
སྒྲ་ཚིགས				
སྒྲ་ཚུལ				
སྒྲ་ཞི་བ				
སྒྲ་འགྱེད				
སྒྲ་འཇུག				15
སྒྲ་འདོན				
སྒྲ་འབྱིན				
སྒྲ་འཛིན	OTHER			329
སྒྲ་རིག				
སྒྲ་རྒྱན				32
སྒྲ་རྟགས				
སྒྲ་རྡུལ				
སྒྲ་རླབས				
སྒྲ་ལན				
སྒྲ་ལྡན				69
སྒྲ་ལྡར				
སྒྲ་ཤུགས				
སྒྲ་སིལ་སིལ				
སྒྲ་སེབ				
སྒྲ་སྐད				
སྒྲ་སྐྱེལ				
སྒྲ་སྒྱུར	NOUN			141
སྒྲ་སྒྲིག				
སྒྲ་སྒྲེ				
སྒྲ་སྒྲོག	PROPN			350
སྒྲ་སྒྲོགས				
སྒྲ་སྙན	OTHER			953
སྒྲ་སྡེབ				2
སྒྲ་སྤྱི				29
སྒྲ་སྦྱོང				
སྒྲ་སྦྱོར	OTHER			65
སྒྲ་སྦྱོར་མ				
སྒྲག				
སྒྲག་ཁང				
སྒྲགས				
སྒྲང་བ				
སྒྲན་པ				
སྒྲབ་བེ་སྒྲོབ་བེ				
སྒྲབ་སྒྲོབ				
སྒྲམ་པ				
སྒྲལ				
སྒྲལ་བ				
སྒྲས				
སྒྲས་བསྐུལ				
སྒྲིག	VERB			431
སྒྲིག་ཁོངས				
སྒྲིག་ཁྲིམས				
སྒྲིག་གཞི				
སྒྲིག་གཤོམ				
སྒྲིག་ཆ				
སྒྲིག་ཆས				
སྒྲིག་པ	VERB			106
སྒྲིག་པ་པོ				
སྒྲིག་པོ				
སྒྲིག་བཀོད				
སྒྲིག་བཅོས				
སྒྲིག་བཙུགས				
སྒྲིག་མཁན				
སྒྲིག་ཞུགས				
སྒྲིག་འཇུགས				
སྒྲིག་འཛུགས				
སྒྲིག་ཡིག				
སྒྲིག་རྩོམ				
སྒྲིག་ལད				
སྒྲིག་ལམ				
སྒྲིག་ལས				
སྒྲིག་ལུགས				
སྒྲིག་སྟངས	OTHER			
སྒྲིག་སྦྱོང				
སྒྲིག་སྦྱོར				
སྒྲིག་སྲོལ				
སྒྲིགས	VERB			372
སྒྲིགས་ཁྲིམས				
སྒྲིགས་གཞི				
སྒྲིགས་དབྱུང				
སྒྲིགས་པ				
སྒྲིགས་པར				
སྒྲིགས་པོ				
སྒྲིགས་ཙམ				
སྒྲིགས་ཞུགས				
སྒྲིགས་ཡིག				
སྒྲིགས་ལམ				
སྒྲིགས་ལུགས				
སྒྲིགས་སྲོལ				
སྒྲིན				
སྒྲིན་པ				
སྒྲིན་པོ				14
སྒྲིན་བུ				
སྒྲིབ				
སྒྲིབ་གཉིས	OTHER			568
སྒྲིབ་གཞི				
སྒྲིབ་གཡོགས	NOUN			358
སྒྲིབ་གསུམ				
སྒྲིབ་ཆག				
སྒྲིབ་པ	VERB			20546
སྒྲིབ་བཞི				
སྒྲིབ་བྱེད				822
སྒྲིབ་བྲལ				
སྒྲིབ་ཡུན				
སྒྲིབ་ཤིང				42
སྒྲིབ་སེལ				
སྒྲིབ་སྐྱོན				
སྒྲིབ་སྦྱོང				
སྒྲིབས	VERB			341
སྒྲིབས་པ				
སྒྲིམ				
སྒྲིམ་ཀློད				
སྒྲིམ་ཆ				2
སྒྲིམ་པ	VERB			104
སྒྲིམ་པོ				5
སྒྲིམ་ལྷོད				39
སྒྲིམ་ཤ				
སྒྲིམས				131
སྒྲིམས་གློད				
སྒྲིམས་པ				
སྒྲིལ	VERB			480
སྒྲིལ་ཁ				
སྒྲིལ་ཁྲེ				
སྒྲིལ་གཟོང				
སྒྲིལ་ཐ				
སྒྲིལ་བ	VERB			111
སྒྲིལ་མ				
སྒྲིལ་འཁོར				
སྒྲིལ་ཤིང				3
སྒྲིལ་ཤོག				
སྒྲིལ་སྒྲིལ				
སྒྲིས་ཁྲིམས				
སྒྲུག				3
སྒྲུག་པ				1
སྒྲུག་མདངས				
སྒྲུགས				4
སྒྲུང	NOUN			38
སྒྲུང་གཏམ	OTHER			3
སྒྲུང་གླུ				
སྒྲུང་ཐང				
སྒྲུང་ཐུང				
སྒྲུང་ཐུང་ཐུང				
སྒྲུང་དཔེ				
སྒྲུང་དེབ				
སྒྲུང་པ	VERB			
སྒྲུང་པོ				
སྒྲུང་བ	VERB			
སྒྲུང་བབ་པ				
སྒྲུང་བབས				
སྒྲུང་བཤད				
སྒྲུང་མཁན	OTHER			2
སྒྲུང་འབབ				
སྒྲུང་ཡིག	OTHER			
སྒྲུང་རིང				
སྒྲུང་རྒྱུད				
སྒྲུངས				1
སྒྲུན				36
སྒྲུན་པ				4
སྒྲུན་མ				
སྒྲུན་ཟླ				1
སྒྲུབ				
སྒྲུབ་ཁང	NOUN			1076
སྒྲུབ་ཁུལ				
སྒྲུབ་ཁོག				
སྒྲུབ་གཏོར				151
སྒྲུབ་གནས	NOUN			848
སྒྲུབ་གཞུང				
སྒྲུབ་གཡོག				82
སྒྲུབ་གརབ༹				
སྒྲུབ་གཤེན				2
སྒྲུབ་གྭ				
སྒྲུབ་གྲོགས				
སྒྲུབ་གྲྭ				31
སྒྲུབ་གླ				
སྒྲུབ་ངག				
སྒྲུབ་ངན				
སྒྲུབ་ཆུ				
སྒྲུབ་ཆེན				
སྒྲུབ་ཆོས				
སྒྲུབ་ཉུང				
སྒྲུབ་ཐག་ཉེ				
སྒྲུབ་ཐབས	NOUN			11024
སྒྲུབ་དཀའ				
སྒྲུབ་དཀྱིལ				
སྒྲུབ་དགག				
སྒྲུབ་དགོས				
སྒྲུབ་དཔོན				
སྒྲུབ་ནུས				
སྒྲུབ་པ	VERB			31036
སྒྲུབ་པ་པོ				
སྒྲུབ་ཕུག	NOUN			110
སྒྲུབ་ཕྱོགས				66
སྒྲུབ་བརྒྱུད	NOUN			814
སྒྲུབ་བརྩོན				
སྒྲུབ་བསྟན				
སྒྲུབ་བྱ				
སྒྲུབ་བྱེད	NOUN			6643
སྒྲུབ་བླ				
སྒྲུབ་མཁན				33
སྒྲུབ་མཁས				
སྒྲུབ་མཆོག				
སྒྲུབ་མཆོད	OTHER			1262
སྒྲུབ་ཚད				
སྒྲུབ་ཚུགས				
སྒྲུབ་ཚོང				
སྒྲུབ་འཆག				
སྒྲུབ་འཇུག				107
སྒྲུབ་འདོན				
སྒྲུབ་འབྲས				
སྒྲུབ་འཞུང				
སྒྲུབ་རན				
སྒྲུབ་རིས				
སྒྲུབ་རྒྱགས	NOUN			18
སྒྲུབ་རྒྱུད				
སྒྲུབ་རྟགས				
སྒྲུབ་རྩོམ				
སྒྲུབ་རྩོལ				
སྒྲུབ་རྫས				
སྒྲུབ་ལུགས				
སྒྲུབ་ལོ				2
སྒྲུབ་སྔགས				
སྒྲུབ་སྡེ				
སྒྲུབ་སླ་པ				
སྒྲུབས	VERB			1010
སྒྲུམ་པོ				
སྒྲེ				13
སྒྲེ་བ				11
སྒྲེ་བོ				7
སྒྲེ་བྱི				5
སྒྲེ་མོ				
སྒྲེ་མོང				
སྒྲེ་ལ				
སྒྲེ་ལོག				
སྒྲེག				
སྒྲེག་པ				
སྒྲེགས				
སྒྲེགས་པ	VERB			100
སྒྲེགས་སྒྲ				
སྒྲེང				
སྒྲེང་བ	VERB			97
སྒྲེང་སྒྲེང				
སྒྲེངས				12
སྒྲེངས་ཤིག				
སྒྲེན་པོ				
སྒྲེན་མོ	ADJ			102
སྒྲེབས་པ				
སྒྲེའུ				8
སྒྲེའུ་ཆུང				1
སྒྲེའུ་ཆུད				
སྒྲེས				18
སྒྲེས་པ				
སྒྲོ	NOUN			4088
སྒྲོ་ག				
སྒྲོ་གདོང				
སྒྲོ་གཡབ				
སྒྲོ་གཤོག				146
སྒྲོ་གུ				
སྒྲོ་གུར				
སྒྲོ་གླིང				
སྒྲོ་ཅན				
སྒྲོ་ཐིག				5
སྒྲོ་དཀར				5
སྒྲོ་དབྱིབས				
སྒྲོ་པུཥཔ				
སྒྲོ་ཕུག				
སྒྲོ་ཕོད				8
སྒྲོ་ཕྱགས				
སྒྲོ་བ				38
སྒྲོ་བཀུར				
སྒྲོ་བཏགས				
སྒྲོ་བཙེམས་མ				
སྒྲོ་བུ				
སྒྲོ་མ				
སྒྲོ་མདུང				
སྒྲོ་མདོངས				
སྒྲོ་འགྱུར				
སྒྲོ་འདགས				
སྒྲོ་འདོགས	NOUN			4699
སྒྲོ་འཕྲུ				
སྒྲོ་རྐང				
སྒྲོ་རྩེ				3
སྒྲོ་ལྗང				
སྒྲོ་ལྡན				16
སྒྲོ་ལྷུག་མ				
སྒྲོ་སོག				
སྒྲོ་སྐུར	NOUN			523
སྒྲོ་སྤུ				1
སྒྲོ་སྤྱི				
སྒྲོག	VERB			2134
སྒྲོག་ཁེབས				
སྒྲོག་གདན				
སྒྲོག་གདུང				
སྒྲོག་གདུབ				
སྒྲོག་གུ				2
སྒྲོག་གླེང				
སྒྲོག་ཆས				
སྒྲོག་ཐག				3
སྒྲོག་དུང				3
སྒྲོག་པ	VERB			691
སྒྲོག་པ་པོ				
སྒྲོག་མཁན				
སྒྲོག་ཙེ				
སྒྲོག་འགྲོས	OTHER			1
སྒྲོག་རིལ				
སྒྲོག་རུས				27
སྒྲོག་རྩེ				
སྒྲོག་ལུང				
སྒྲོག་ལེབ				
སྒྲོག་ས་པ				
སྒྲོག་སྟོད				
སྒྲོག་སྦྱང				
སྒྲོག་སྨད				1
སྒྲོགས	VERB			1517
སྒྲོགས་པ				
སྒྲོགས་ཞུམ				
སྒྲོགས་ལྡན				
སྒྲོགས་སྦྱང				
སྒྲོང				
སྒྲོང་བ				3
སྒྲོངས				
སྒྲོད				13
སྒྲོད་པ				8
སྒྲོན	NOUN			363
སྒྲོན་ཁེབས				
སྒྲོན་གཞི་ཁ				
སྒྲོན་གསལ				
སྒྲོན་ཆས				
སྒྲོན་ཏེ				
སྒྲོན་ཐལ				
སྒྲོན་དམར				
སྒྲོན་དར				2
སྒྲོན་དེབ				
སྒྲོན་དྲེག				
སྒྲོན་དྲེགས				
སྒྲོན་པ				32
སྒྲོན་བརྙན				
སྒྲོན་བསྐལ	NOUN			32
སྒྲོན་མ	NOUN			3379
སྒྲོན་མེ	NOUN			2162
སྒྲོན་འདོགས				
སྒྲོན་ཤིང	NOUN			47
སྒྲོན་སྟེགས				
སྒྲོན་སྣག				
སྒྲོབ				13
སྒྲོབ་ཆེ་བ				
སྒྲོབ་ཆེན				
སྒྲོབ་བྱེད				
སྒྲོབ་རྫུ་པ				
སྒྲོབ་རྫུ་བཔ				
སྒྲོམ	NOUN			795
སྒྲོམ་གཏེར				
སྒྲོམ་གཞི				
སྒྲོམ་ཆེན				
སྒྲོམ་བུ	NOUN			378
སྒྲོམ་མདོ				
སྒྲོམ་སྐས				
སྒྲོམ་སྐྱོར				
སྒྲོམ་སྟེགས				
སྒྲོལ	VERB			3190
སྒྲོལ་ཆོག	OTHER			17
སྒྲོལ་དཀར				
སྒྲོལ་པ				
སྒྲོལ་བ	VERB			803
སྒྲོལ་བ་པོ				
སྒྲོལ་བྱེད				395
སྒྲོལ་མ	PROPN			5061
སྒྲོལ་འདོན				14
སྒྲོལ་ལམ				
སྒྲོལ་ལྗང				32
སྒྲོལ་ཤེར				
སྒྲོས	NOUN			677
སྒྲོས་དག				
སྒྲོས་དམར				6
སྒྲོས་པ				6
སྔ				
སྔ་ཁོ				
སྔ་གནས				
སྔ་གཡར				
སྔ་གུང				3
སྔ་གོང				
སྔ་གློ				
སྔ་ཆ				
སྔ་ཆད				
སྔ་ཆབ				
སྔ་ཆས				1
སྔ་ཆོས				
སྔ་ཉིན				55
སྔ་ཏོག				
སྔ་ཐུན				253
སྔ་ཐོག				34
སྔ་དགོང				27
སྔ་དགོངས				
སྔ་དགྲ				
སྔ་དཔེ				
སྔ་དར	NOUN			226
སྔ་དུས				2
སྔ་དྲགས				
སྔ་དྲོ	ADV			1490
སྔ་ནུབ	NOUN			28
སྔ་པ				
སྔ་པོ				
སྔ་ཕྱི	ADJ			2632
སྔ་ཕྲོས				
སྔ་བ	VERB			302
སྔ་བཏབ				
སྔ་བསྣུར				
སྔ་བོ				
སྔ་མ	ADJ			25357
སྔ་མ་མ				
སྔ་མཁོ				
སྔ་མགོ				
སྔ་མིང				
སྔ་མིན				
སྔ་མོ	ADV			151
སྔ་ཙམ				
སྔ་ཚར				2
སྔ་ཞོག་ཇ				
སྔ་ཞོགས				5
སྔ་ཟ				
སྔ་འགྱུར				
སྔ་འདོན				1
སྔ་འཕྲོ				
སྔ་འཕྲོས				2
སྔ་རབས	OTHER			698
སྔ་རུ				17
སྔ་རོལ	NOUN			2371
སྔ་རྐང				49
སྔ་རྒོལ				331
སྔ་རྒྱག				
སྔ་རྗེས	OTHER			6
སྔ་རྟིང				30
སྔ་རྣམས				
སྔ་ལགས				
སྔ་ལམ				
སྔ་ལུས				
སྔ་ལོ				15
སྔ་ལོགས				229
སྔ་ལྟས	NOUN			616
སྔ་ཤ				4
སྔ་ཤད				
སྔ་ཤས				
སྔ་ཤུལ				
སྔ་ཤོས				
སྔ་ས				3
སྔ་སོ	ADV			3
སྔ་སོར				14
སྔ་སྔ				
སྔ་སྔོ				
སྔ་སྟིང་རིམ				
སྔ་སྟིང་ཤོར				
སྔ་སྣུར				1
སྔ་སྨིན				
སྔ་སྲོལ				6
སྔ་ཧར				
སྔག				
སྔག་པ				
སྔགས	NOUN			87267
སྔགས་གྲྭ				13
སྔགས་ཆུ				43
སྔགས་ཐིག				
སྔགས་དོན				
སྔགས་པ	NOUN			2081
སྔགས་ཕྱོགས	NOUN			52
སྔགས་ཕྲེང				
སྔགས་བན				
སྔགས་བཙུན				
སྔགས་བཟལ				
སྔགས་བཟླ				
སྔགས་བཟླས				
སྔགས་བརྒྱུད				
སྔགས་བོན				
སྔགས་བྱང				
སྔགས་མགོ				
སྔགས་མར				1
སྔགས་ཚིག				
སྔགས་ཟོར				5
སྔགས་འཁོར				
སྔགས་འཆང	NOUN			3796
སྔགས་འབུམ				
སྔགས་ཡིག	OTHER			13
སྔགས་རིགས				17
སྔགས་རྒན				
སྔགས་རྒྱ				46
སྔགས་རྒྱུད	NOUN			105
སྔགས་ལམ				570
སྔགས་ལུགས				199
སྔགས་སྐད				
སྔགས་སྐོང				
སྔགས་སྐྱེས				92
སྔགས་སྐྲག				
སྔགས་སྒྲ				
སྔགས་སྡོམ				295
