# form	pos	lemma	sense	freq
སྐྱེས་ལ་སྡོང				
སྐྱེས་ལན	NOUN			30
སྐྱེས་ལྡན				
སྐྱེས་ལྷ				2
སྐྱེས་ཤོར				
སྐྱེས་ས				
སྐྱེས་སྐར				16
སྐྱེས་སྟོབས				68
སྐྱེས་སྡོང				
སྐྱེས་སྤར				
སྐྱེས་སྤོར				
སྐྱེས་སྦྱངས				39
སྐྱེས་སྦྱོར				
སྐྱེས་སྨེ				
སྐྱོ				
སྐྱོ་གནས				
སྐྱོ་གྲོགས				
སྐྱོ་གླུ				
སྐྱོ་ངག				
སྐྱོ་ངལ				98
སྐྱོ་ངས				
སྐྱོ་ངེས				
སྐྱོ་ངོགས				
སྐྱོ་ཆ				
སྐྱོ་ཉམས				
སྐྱོ་ཐང				
སྐྱོ་ཐར				
སྐྱོ་དུབ				96
སྐྱོ་ནལ				
སྐྱོ་པོ				
སྐྱོ་བ	VERB			2424
སྐྱོ་བཀག				
སྐྱོ་བསངས				
སྐྱོ་བསེང				
སྐྱོ་བོ				
སྐྱོ་བྲན				
སྐྱོ་མ	NOUN			125
སྐྱོ་མེད				20
སྐྱོ་ཚ	NOUN			61
སྐྱོ་ཚག				
སྐྱོ་ཚིག				
སྐྱོ་འགྱེད				
སྐྱོ་འདུར				1
སྐྱོ་འབུར				1
སྐྱོ་ར				
སྐྱོ་རོགས				13
སྐྱོ་ལ་ངས				
སྐྱོ་ལོག				
སྐྱོ་ལྡུར				
སྐྱོ་ལྡོག				
སྐྱོ་ལྷང་ངེ				
སྐྱོ་ཤས	NOUN			452
སྐྱོ་ཤེས				
སྐྱོ་སང				5
སྐྱོ་སངས	NOUN			41
སྐྱོ་སུན				33
སྐྱོ་སེང				2
སྐྱོ་སེམས				
སྐྱོ་སྐྱེན				
སྐྱོ་སྐྱོན				
སྐྱོ་སྔོགས				130
སྐྱོ་སྡོངས				
སྐྱོ་སྣང	OTHER			5
སྐྱོག				30
སྐྱོག་ཏང་ཅེ				
སྐྱོག་ནག				
སྐྱོག་པ				
སྐྱོག་པོ				
སྐྱོགས	NOUN			146
སྐྱོགས་ཐལ				
སྐྱོགས་དཀར				
སྐྱོགས་ནག				
སྐྱོགས་པ				
སྐྱོགས་ར				
སྐྱོང				
སྐྱོང་ཁུལ				
སྐྱོང་གྲོགས				
སྐྱོང་དགོས				
སྐྱོང་དལ				
སྐྱོང་ནུལ				
སྐྱོང་བ	VERB			3481
སྐྱོང་བདེ				
སྐྱོང་བུ				
སྐྱོང་བྱེད	OTHER			13
སྐྱོང་བྱེད་མ				
སྐྱོང་བྲན				
སྐྱོང་མ				103
སྐྱོང་མཐར				
སྐྱོང་ཚུལ				
སྐྱོང་རོགས				
སྐྱོང་ལྡན་མ				
སྐྱོངས	VERB			604
སྐྱོད	VERB			639
སྐྱོད་པ				137
སྐྱོད་བྱེད				11
སྐྱོན	NOUN			39012
སྐྱོན་གཏམ				
སྐྱོན་གནོད				
སྐྱོན་གཞི				
སྐྱོན་གསབ				
སྐྱོན་གསལ				
སྐྱོན་ངག				
སྐྱོན་ཅན				
སྐྱོན་ཆ				
སྐྱོན་ཆག				
སྐྱོན་ཆགས				
སྐྱོན་ཆེ				
སྐྱོན་དཀྲིས				
སྐྱོན་དཔྱོད				
སྐྱོན་དབགས				
སྐྱོན་དྲུག				
སྐྱོན་པ	VERB			45
སྐྱོན་ཕྲན་བུ				
སྐྱོན་བགྲང				
སྐྱོན་བཅུ				
སྐྱོན་བཅོས				
སྐྱོན་བཏོན				
སྐྱོན་བཙལ				
སྐྱོན་བཙུགས				
སྐྱོན་བཞི				
སྐྱོན་བརྒྱད				
སྐྱོན་བརྗོད	OTHER			30
སྐྱོན་བསལ				
སྐྱོན་བསྲང				
སྐྱོན་བྲལ				12
སྐྱོན་བྲུས				
སྐྱོན་མ				
སྐྱོན་མཚང				
སྐྱོན་མཚན				
སྐྱོན་མེད	ADJ			1573
སྐྱོན་ཚིག				
སྐྱོན་ཞིབ				
སྐྱོན་ཟུར				
སྐྱོན་འགེལ				
སྐྱོན་འདོགས				1
སྐྱོན་འདོན				
སྐྱོན་འཚོལ				
སྐྱོན་འཛིན				
སྐྱོན་འཛུགས	OTHER			
སྐྱོན་ཡོན				74
སྐྱོན་རྒྱག				
སྐྱོན་རྟོག				
སྐྱོན་ལྡན				
སྐྱོན་ལྡན་མ				
སྐྱོན་ཤེས				1
སྐྱོན་ཤོར				
སྐྱོན་སེང				
སྐྱོན་སེལ				11
སྐྱོན་སྐྱེ				
སྐྱོན་སྐྱོབ				
སྐྱོན་སྔོག				
སྐྱོན་སྤངས				
སྐྱོན་སྦེད				
སྐྱོན་སྲངས				
སྐྱོན་སྲོང				
སྐྱོན་སླད				
སྐྱོབ	VERB			1989
སྐྱོབ་གསོ				
སྐྱོབ་ཐབས				
སྐྱོབ་དངུལ				
སྐྱོབ་དམག				
སྐྱོབ་པ	VERB			2778
སྐྱོབ་པ་པོ				
སྐྱོབ་བྱེད				
སྐྱོབ་མ				
སྐྱོབ་མཁན				
སྐྱོབ་ཚུལ				
སྐྱོབ་འདོན				
སྐྱོབ་རོགས				
སྐྱོབ་ས				
སྐྱོབ་སྟོན				
སྐྱོབ་སྲུང				3
སྐྱོབས	VERB			916
སྐྱོབས་པ				
སྐྱོབས་བཞུམས				
སྐྱོབས་བྱེད				
སྐྱོབས་མ				
སྐྱོམ				
སྐྱོམ་པ				1
སྐྱོམ་བུ				
སྐྱོམ་སྐྱོམ				2
སྐྱོམས				3
སྐྱོར	VERB			253
སྐྱོར་ཀ				
སྐྱོར་ཁ				
སྐྱོར་གདང				
སྐྱོར་གརབ༹				
སྐྱོར་གོང				
སྐྱོར་གྲྭ				
སྐྱོར་དཔོན				3
སྐྱོར་བ	VERB			100
སྐྱོར་བྱང				
སྐྱོར་ཚིག				1
སྐྱོར་འབོལ				
སྐྱོར་འབྱིན				6
སྐྱོར་ཡ				
སྐྱོར་ཤིང				
སྐྱོར་སྐྱོར				
སྐྱོར་སྦྱང				
སྐྱོར་སྦྱངས				
སྐྱོལ	VERB			281
སྐྱོལ་བ				
སྐྱོལ་མ				
སྐྱོས	VERB			55
སྐྱོས་པ				2
སྐྱོས་མ				
སྐྲ	NOUN			12660
སྐྲ་ཁ				
སྐྲ་ཁང				
སྐྲ་ཁམ་པ				
སྐྲ་གཅོད				
སྐྲ་གནས				
སྐྲ་གཞར				
སྐྲ་གཞུག				
སྐྲ་གཟེར				
སྐྲ་གའུ				
སྐྲ་གྲངས				
སྐྲ་གྲི				
སྐྲ་གྲོལ				
སྐྲ་ཅན				
སྐྲ་ཅན་མ				
སྐྲ་ཆིངས				
སྐྲ་ཐུང་ཐུང				
སྐྲ་དཀར				155
སྐྲ་དོ་ཀེར				
སྐྲ་ཕུད				1
སྐྲ་ཕོན				
སྐྲ་བཅིངས				
སྐྲ་བཞད་པ				
སྐྲ་བཞར				
སྐྲ་བཟང				
སྐྲ་བཟང་མ				
སྐྲ་བཟེད				2
སྐྲ་བརྙན				1
སྐྲ་བརྫུས				
སྐྲ་བསྙན				
སྐྲ་བསླས་མ				
སྐྲ་བྱི				
སྐྲ་མཁན				2
སྐྲ་མཐུད				
སྐྲ་མདངས				
སྐྲ་མདུད				
སྐྲ་མཚམས				3
སྐྲ་ཙལ				
སྐྲ་ཚབ				
སྐྲ་ཚར				
སྐྲ་ཚོགས				
སྐྲ་ཚོམ				
སྐྲ་ཞགས				
སྐྲ་ཞེང				
སྐྲ་ཟིངས				
སྐྲ་འཁྱིག				
སྐྲ་འཁྱིལ				
སྐྲ་འདབས				
སྐྲ་འདྲེས་མ				
སྐྲ་འཕྱི་བ				
སྐྲ་འཕྱིངས				
སྐྲ་འབྲེགས				
སྐྲ་འཛིངས				
སྐྲ་འཛིན				
སྐྲ་རིལ				
སྐྲ་རྐང				
སྐྲ་རྩ				
སྐྲ་རྩེ	PROPN			5
སྐྲ་རྩེགས་མ				
སྐྲ་རྫུན				
སྐྲ་རྫུས				
སྐྲ་ལི་བ				2
སྐྲ་ལེ་བ				
སྐྲ་ལོ				
སྐྲ་ལྕོག				
སྐྲ་ལྷས་མ				
སྐྲ་ཤད				47
སྐྲ་ཤུབས				
སྐྲ་སད				
སྐྲ་སིལ་བུ				
སྐྲ་སུ་རུ				
སྐྲ་སུ་ལུ				
སྐྲ་སེ				
སྐྲ་སེ་བོ				
སྐྲ་སེང				
སྐྲ་སེང་སེང				
སྐྲ་སྐྱེས				
སྐྲ་སྣུམ				
སྐྲ་སྦྲེལ				
སྐྲག	VERB			3158
སྐྲག་ཉམས				
སྐྲག་དངངས				
སྐྲག་དོགས				
སྐྲག་པ	VERB			1356
སྐྲག་པར				
སྐྲག་བྱེད				
སྐྲག་བྱེད་མ				
སྐྲག་སེམས				3
སྐྲག་སྐྲག				
སྐྲག་སྣང				
སྐྲག་སློང				
སྐྲགས				
སྐྲགས་པ				
སྐྲང				
སྐྲང་གནས				
སྐྲང་བ				18
སྐྲང་འབུར				
སྐྲང་སོང				
སྐྲངས				
སྐྲངས་པ				201
སྐྲངས་པོ				
སྐྲངས་འབུར				20
སྐྲངས་སྦོས				
སྐྲད				
སྐྲན				246
སྐྲན་གསང				
སྐྲན་ནད				24
སྐྲན་པ				
སྐྲབ				
སྐྲབ་པ				1
སྐྲས་ཀ				
སྐྲས་པ				
སྐྲི་བ				1
སྐྲི་ཞིག				
སྐྲི་ཤིག				
སྐྲིས				
སྐྲིས་ཤིག				
སྐྲུ་བ				3
སྐྲུ་མ				
སྐྲུག་པ				
སྐྲུད་པ				
སྐྲུན				22
སྐྲུན་ཁང				
སྐྲུན་པ				35
སྐྲུམ				
སྐྲུས				4
སྐྲུས་པ				
སྐྲུས་མ				
སྐྲེ་མོང				
སྐྲོག				19
སྐྲོག་པ				
སྐྲོགས				7
སྐྲོང་ས				
སྐྲོངས་པ				
སྐྲོད	VERB			617
སྐྲོད་པ				
སྐྲོན				
སྒ	NOUN			767
སྒ་ཁེབས				
སྒ་ཁོག				1
སྒ་ཁྲལ				
སྒ་གདན				
སྒ་གཤེར				
སྒ་གཤོག				
སྒ་གློ				
སྒ་ཆས				2
སྒ་ཆུང				
སྒ་ཇི				
སྒ་ཉག				
སྒ་ཏིག				6
སྒ་ཐག				
སྒ་ཐོད་ལོ				
སྒ་དམར				1
སྒ་པ				
སྒ་པོ་ཁོང				
སྒ་ཕོང				
སྒ་བཤལ				
སྒ་བསྟད				
སྒ་བོ་ཆེ				
སྒ་བོག་པ				
སྒ་མ་རྟ་སྒ				
སྒ་མཐོངས				
སྒ་མིག				
སྒ་ཙ				
སྒ་ཚ				
སྒ་ཚང				
སྒ་ཚྭ				
སྒ་འབོར				
སྒ་འབོལ				
སྒ་འབྱར				
སྒ་ཡག				
སྒ་ར				
སྒ་རི				
སྒ་རུ				
སྒ་རྒོད				
སྒ་རྒྱག				
སྒ་རྒྱུན				
སྒ་རློན				
སྒ་ལག				
སྒ་ལོ				
སྒ་ལོག				
སྒ་ལྡེབས				
སྒ་ཤ				
སྒ་ཤན				
སྒ་ཤིང				
སྒ་ཤུབས				
སྒ་ཤོ				
སྒ་སང				
སྒ་སེར				
སྒ་སྐྱ				16
སྒ་སྒྲིག				
སྒ་སྒྲིལ				
སྒ་སྒྲོན་པ				
སྒ་སྒྲོམ				
སྒ་སྟན				12
སྒ་སྟོང				
སྒ་སྦུག				
སྒ་སྨུག				
སྒ་སྲབ	NOUN			21
སྒག				3
སྒག་ཐུང				
སྒག་ཐུད				
སྒག་པ				
སྒག་མ				
སྒགས				
སྒང	NOUN			889
སྒང་ཁ				
སྒང་ཁུལ				
སྒང་ག				
སྒང་གཟུགས				
སྒང་གཤགས				
སྒང་གཤོང				21
སྒང་གཤོངས				
སྒང་གསུམ				2
སྒང་གསེབ				
སྒང་གི་ལིང				
སྒང་ཏོག				
སྒང་ཐུར				
སྒང་དྲས				
སྒང་དྲུག				
སྒང་ནག				
སྒང་པ				123
སྒང་པོ				6
སྒང་ཕུག				
སྒང་བ				
སྒང་བརྒྱུད				
སྒང་བལ				
སྒང་བཤོང				
སྒང་བུ				
སྒང་མ				
སྒང་མདུད				
སྒང་ཚད				5
སྒང་ཞིང				
སྒང་འབབ				
སྒང་འབུར				
སྒང་ཡིན				
སྒང་རྒྱུད	NOUN			6
སྒང་རྩ				
སྒང་ལ				
སྒང་ལམ				2
སྒང་ཤ				
སྒང་ཤོངས				
སྒང་སྐྱེས				
སྒང་སྟོན				3
སྒངས				
སྒབ				238
སྒབ་ཁུང				
སྒབ་ཐུང				
སྒབ་པ				1
སྒབ་མཚལ				
སྒབ་མོ				
སྒབ་ཟོར				1
སྒབ་འདྲེ				
སྒབ་རྩ				
སྒབ་ཤལ				
སྒམ				34
སྒམ་ཁྲི				
སྒམ་ཆུང				4
སྒམ་དཀྱེལ				
སྒམ་པ				7
སྒམ་པ་པོ				
སྒམ་པོ	PROPN			385
སྒམ་པོ་པ				
སྒམ་པོ་རི				
སྒམ་བཅིངས				
སྒམ་བུ་ཕྱྭ				
སྒམ་བོ་བ				
སྒམ་མཆོང				
སྒམ་ཞུ				
སྒམ་རྒྱག				
སྒམ་ལམ				
སྒམ་ཤག				
སྒམ་ཤུབས				
སྒམ་སྒོ				
སྒམ་སྒོ་མང				
སྒམ་སྒྲོམ				
སྒམ་སྦུད				
སྒའུ				
སྒར				523
སྒར་ཁག				
སྒར་གཉེར				
སྒར་གརབ༹				
སྒར་གྲྭ				1
སྒར་ཏོག				
སྒར་ཐོག				
སྒར་དཔོན				11
སྒར་པ				
སྒར་བ				23
སྒར་བཀོད				
སྒར་བྱོལ				
སྒར་མང				
སྒར་མལ				
སྒར་མིང				
སྒར་མེ				
སྒར་འདེབས				
སྒར་འདེབས་པ				
སྒར་འབབ				
སྒར་རྒྱག				
སྒར་ས				
སྒར་སྐད				
སྒལ				
སྒལ་ཀླད				
སྒལ་ཁེབས				
སྒལ་གཞུང				1
སྒལ་དཀྱིལ				
སྒལ་དཀྱེལ				
སྒལ་པ	NOUN			96
སྒལ་ཕྱུགས				
སྒལ་བ				
སྒལ་བཅོས				
སྒལ་མ				3
སྒལ་མིག	NOUN			3
སྒལ་ཚགས	NOUN			2
སྒལ་ཚིགས				437
སྒལ་འགེལ				
སྒལ་འདབས				
སྒལ་འཕང				
སྒལ་རལ				
སྒལ་རུས				1
སྒལ་རྒྱུང				
སྒལ་རྟ				
སྒལ་རྣག				
སྒལ་རྨ	NOUN			4
སྒལ་ཤོར				
སྒིར་མོ				
སྒུ				
སྒུ་དོ				
སྒུ་ཕྱོགས				
སྒུ་བ				
སྒུ་བོ				
སྒུ་མོ				
སྒུ་རུ་མ				
སྒུ་རུ་རུ				
སྒུ་རྡོ				
སྒུ་སྟེགས				2
སྒུག	VERB			122
སྒུག་ཁང				
སྒུག་ཐོ				
སྒུག་པ				
སྒུག་པ་པོ				
སྒུག་བཞུགས				
སྒུག་བྱེད				
སྒུག་སྒུག				
སྒུག་སྡོད				
སྒུགས	VERB			48
སྒུགས་པ				
སྒུགས་ཤིག				
སྒུང				
སྒུང་སྦོམ				
སྒུད་པོ				
སྒུད་མོ				
སྒུམ				
སྒུམ་མདའ				
སྒུམ་ཙམ				
སྒུམ་འཐུ་བ				
སྒུམ་ཤིང				
སྒུར	VERB			141
སྒུར་ཏེ				
སྒུར་པོ	PROPN			83
སྒུར་བ				30
སྒུར་བྱས				
སྒུར་འཁྱོག				
སྒུར་འཐེན				
སྒུར་རྡོ				
སྒུར་སྒུར				
སྒུར་སྒུར་པོ				
སྒུལ	VERB			319
སྒུལ་ཀྱོག				
སྒུལ་བ				67
སྒུལ་ཤུགས				
སྒུལ་སྐྱོད				
སྒེ་ཁུང				
སྒེ་གཤེར				
སྒེ་མོ				
སྒེག				
སྒེག་ཆོས				16
སྒེག་ཉམ་མ				
སྒེག་ཉམས				
སྒེག་པ	VERB			725
སྒེག་མ				53
སྒེག་མོ	NOUN			445
སྒེག་མོ་མ				
སྒེག་འགྲོས				
སྒེག་འཆོས				5
སྒེག་རྫས				12
སྒེག་ལྡན				14
སྒེང་ལ				
སྒེད་པོ				
སྒེའུ				32
སྒེའུ་ཁུང	OTHER			4
སྒེའུ་གཤེར				21
སྒེའུ་ཅུང				
སྒེའུ་ཆུང				32
སྒེར	OTHER			183
སྒེར་ཁག				
སྒེར་ཁང				
སྒེར་གཅོད				
སྒེར་གཉེར				
སྒེར་གཞིས				
སྒེར་གཡོག				
སྒེར་གསོག				
སྒེར་དངོས				
སྒེར་དཔོན				1
སྒེར་དབང				3
སྒེར་དོན				1
སྒེར་ནོར				
སྒེར་པ	OTHER			10
སྒེར་ཕན				
སྒེར་ཕྱོགས				
སྒེར་བདག				
སྒེར་བཙན				
སྒེར་བཟུང				
སྒེར་མཇལ				
སྒེར་ཚོང				
སྒེར་འཛིན				
སྒེར་རུ				
སྒེར་རྟ				
སྒེར་རྩེ				
སྒེར་ལངས				
སྒེར་ལོ				
སྒེར་ལྔས				
སྒེར་ལྷ				
སྒེར་སུ				
སྒེར་སེམས				
སྒེར་སོ་སོ				
སྒེར་སྡེམ				
སྒེར་སྡེམ་མ་རྩ				
སྒེར་སྤྱོད				
སྒེར་སློབ				
སྒེས				
སྒོ	NOUN			93542
སྒོ་ཀུན	OTHER			1
སྒོ་ཀླད				
སྒོ་ཁ				
སྒོ་ཁང				55
སྒོ་ཁུང				
སྒོ་ཁྱམས				4
སྒོ་ཁྱི	NOUN			
སྒོ་ཁྱིམ				
སྒོ་ཁྱུད				44
སྒོ་ཁྱེ				
སྒོ་ཁྱོད				
སྒོ་ཁྲ				
སྒོ་ཁྲལ				
སྒོ་ཁྲི				
སྒོ་ག				
སྒོ་གཏན	NOUN			145
སྒོ་གནོན				
སྒོ་གསུམ	OTHER			
སྒོ་གསེང				2
སྒོ་གྲངས				
སྒོ་གླེགས	NOUN			11
སྒོ་ང	NOUN			506
སྒོ་ཆུང				
སྒོ་ཆེན				
སྒོ་ཆོར				
སྒོ་ཐར				
སྒོ་ཐེམ				14
སྒོ་ཐེལ				
སྒོ་ཐོད				
སྒོ་དགུ				
སྒོ་དཔོན				1
སྒོ་དབྱེ				
སྒོ་དར				
སྒོ་དེབ				
སྒོ་དྲུག				
སྒོ་དྲུང				1
སྒོ་ནག				1
སྒོ་ནོར	OTHER			
སྒོ་པ				6
སྒོ་པང				
སྒོ་པུར				
སྒོ་པོ				
སྒོ་ཕར				
སྒོ་ཕིབས				
སྒོ་ཕྱུགས	OTHER			
སྒོ་ཕྱེ				
སྒོ་བ	NOUN			977
སྒོ་བཀག				3
སྒོ་བཀུམ				
སྒོ་བཅད				
སྒོ་བཅད་པ				
སྒོ་བཞི				
སྒོ་བརྒྱ				
སྒོ་བརྒྱད				
སྒོ་བཤད				
སྒོ་བསྟན				
སྒོ་བསྟུན				
སྒོ་བསྡམས				
སྒོ་བསྲུངས				
སྒོ་བོ				
སྒོ་བྱང	OTHER			1
སྒོ་མ				215
སྒོ་མཆོར				
སྒོ་མདོ				
སྒོ་མཚམས				82
སྒོ་མཚམས་མ				
སྒོ་མོ	NOUN			101
སྒོ་མོ་ཆེ				2
སྒོ་ཙམ				
སྒོ་ཚད				9
སྒོ་ཚོང				
སྒོ་ཟམ				
སྒོ་ཟོག				
སྒོ་འཁོར				
སྒོ་འཁྱོར				
སྒོ་འཁྲིས				
སྒོ་འཁྲོལ				
སྒོ་འགག	OTHER			5
སྒོ་འགྲམ				9
སྒོ་འཇག				
སྒོ་འདྲིག				
སྒོ་འཕར	NOUN			154
སྒོ་འཕྱོར				2
སྒོ་འབབ				
སྒོ་འབོར				
སྒོ་འབྱར				
སྒོ་འབྱེད				
སྒོ་འཛིན				
སྒོ་ཡིག				3
སྒོ་ཡུས				
སྒོ་ཡོལ				
སྒོ་ར				1
སྒོ་ར་ཁ				
སྒོ་ར་བ				
སྒོ་རུ				1
སྒོ་རོག				
སྒོ་རྒྱ				
སྒོ་རྒྱག				
སྒོ་རྒྱན				13
སྒོ་རྟགས				
སྒོ་རྣམ				
སྒོ་རྩ				
སྒོ་རྩར				
སྒོ་ལ				
སྒོ་ལེབ				
སྒོ་ལོ				
སྒོ་ལོགས				20
སྒོ་ལྔ				
སྒོ་ལྕགས	OTHER			66
སྒོ་ལྕིབས				
སྒོ་ལྟེ				
སྒོ་ལྡང				
སྒོ་ལྷ				
སྒོ་ཤན				
སྒོ་སེང				
སྒོ་སྐྱེས				2
སྒོ་སྐྱོང				26
སྒོ་སྐྱོར				
སྒོ་སྒོར				
སྒོ་སྙོད				
སྒོ་སྟེགས				
སྒོ་སྡོམ				
སྒོ་སྤང				
སྒོ་སྤེ				1
སྒོ་སྲུང	NOUN			456
སྒོ་སློག				
སྒོག				42
སྒོག་གཏུན				2
སྒོག་གསིལ				
སྒོག་ཆབ				1
སྒོག་ཏིང				
སྒོག་ཏུམ				
སྒོག་ཐལ				3
སྒོག་པ	NOUN			158
སྒོག་པོ				
སྒོག་ཕོར				
སྒོག་བཏུན				
སྒོག་བཙོང				
སྒོག་བསིལ				
སྒོག་འཇིམ				
སྒོག་འདོན				1
སྒོག་འཛིམ				
སྒོག་རྡོག				15
སྒོག་རྫས				
སྒོག་སྐྱ				
སྒོག་སྔོན				
སྒོགས				1
སྒོང				859
སྒོང་ཁང				
སྒོང་ཁྲལ				
སྒོང་གསེབ				
སྒོང་ང				
སྒོང་ཆུ				
སྒོང་ཐོག				
སྒོང་དབྱིབས				
སྒོང་པྲི				
སྒོང་བ				4
སྒོང་བཙོས				
སྒོང་བུ				
སྒོང་འབྲས				1
སྒོང་རིལ				
སྒོང་རོང				
སྒོང་རྒྱ				
སྒོང་རྡོག	OTHER			
སྒོང་ལ				
སྒོང་ཤུན				8
སྒོང་ཤུན་མ				
སྒོང་སྐྱེ				
སྒོང་སྐྱེས				18
སྒོང་སྤྲི				
སྒོང་སྤྲིས				
སྒོངས				5
སྒོངས་ཤིག				
སྒོད་ཡས				
སྒོན				
སྒོན་པ				
སྒོབ				
སྒོབ་སྒོབ				
སྒོམ				
སྒོམ་ཁང	NOUN			50
སྒོམ་ཁུང				
སྒོམ་ཁོག				
སྒོམ་གརབ༹				
སྒོམ་གསུམ				
སྒོམ་གྲྭ				27
སྒོམ་ཆེན	NOUN			1285
སྒོམ་ཉམས				
སྒོམ་ཐག	NOUN			170
སྒོམ་ཐབས	NOUN			86
སྒོམ་དབྱངས				
སྒོམ་དོན				
སྒོམ་དྲུག				
སྒོམ་པ	VERB			12297
སྒོམ་པ་པོ				
སྒོམ་བཟླས	OTHER			532
སྒོམ་བྱ				
སྒོམ་བྱུང				
སྒོམ་བྱེད				
སྒོམ་མ				
སྒོམ་མཁན				
སྒོམ་ཚུལ				
སྒོམ་ཞབ༹				
སྒོམ་ཞྭ				35
སྒོམ་འབྲོག				
སྒོམ་རིམ	PROPN			356
སྒོམ་རྟེན				
སྒོམ་ལམ	NOUN			5056
སྒོམ་ལུགས				
སྒོམ་ལུང				
སྒོམ་ཤིང				8
སྒོམ་སྐྱེས				
སྒོམ་སྐྱོན				
སྒོམ་སྒྲུབ				
སྒོམ་སྟོབས				
སྒོམ་སྡེ	OTHER			22
སྒོམ་སྤང				1202
སྒོམ་སྤངས				
སྒོམ་སྦྱངས				
སྒོམ་སྲན				
སྒོམས	VERB			1990
སྒོམས་པ				
སྒོམས་ཤིག				
སྒོར				86
སྒོར་གཞས				
སྒོར་ཐིག				
སྒོར་དབྱིབས				
སྒོར་ཕོར				
སྒོར་བ				33
སྒོར་བསླེབས				
སྒོར་བྲོ				
སྒོར་མཐའ				
སྒོར་མཐར				
སྒོར་མིག				
སྒོར་མེད				
སྒོར་མོ				29
སྒོར་ཟུར				
སྒོར་འཛིན				
སྒོར་རྐྱང				
སྒོར་ལ				
སྒོར་ལུང				
སྒོར་ལྟེ				
སྒོར་སྐྱིལ				
སྒོར་སྐྱོད				
སྒོར་སྒོར				
སྒོར་སྲོལ				
སྒོས	ADV			2380
སྒོས་ཁུར				
སྒོས་གདུགས				
སྒོས་གཞིས				
སྒོས་དགྲ				
སྒོས་དཔོན				
སྒོས་པ				
སྒོས་བདག				
སྒོས་བསྙེན				
སྒོས་མི				
སྒོས་མིང				
སྒོས་ཚ				
སྒོས་ཞག				
སྒོས་སུ				
སྒོས་སྐལ				
སྒོས་སྒྲུབ				
སྒོས་སྤྱི				
སྒྱང				
སྒྱལ་ཐང				
སྒྱིག་གུ				
སྒྱིགས				
སྒྱིགས་ལྷམ				
སྒྱིང				
སྒྱིང་བ				
སྒྱིངས་འགྲོ				
སྒྱིད				
སྒྱིད་ཁུག				3
སྒྱིད་ཁུང				30
སྒྱིད་ཁྱོལ				
སྒྱིད་ངན				
སྒྱིད་དབྲག				
སྒྱིད་པ	NOUN			114
སྒྱིད་པོ				2
སྒྱིད་བུ				
སྒྱིད་མ				
སྒྱིད་འཁྲིལ				
སྒྱིད་འཁྲིས				
སྒྱིད་འཐས				
སྒྱིད་འབྲེག				
སྒྱིད་རྐང				
སྒྱིད་ལུག				223
སྒྱིད་སྐྱུར				
སྒྱིད་སྙོམ				
སྒྱིམས་པ				
སྒྱིའུ				
སྒྱིར་རྐང				
སྒྱུ	NOUN			579
སྒྱུ་ཅན				
སྒྱུ་ཐབས				115
སྒྱུ་དཔྱ				
སྒྱུ་བག				4
སྒྱུ་མ	NOUN			13952
སྒྱུ་མ་པ				
སྒྱུ་ཟོག				
སྒྱུ་འཕྲུལ	PROPN			1500
སྒྱུ་རྒོད				
སྒྱུ་རྩལ	NOUN			541
སྒྱུ་ལུས	NOUN			2996
སྒྱུ་ཤོམ				
སྒྱུག་པ				
སྒྱུག་པོ				
སྒྱུག་མོ				
སྒྱུག་འབྱོང				
སྒྱུར	VERB			1953
སྒྱུར་ཐབས				22
སྒྱུར་ཕྱོགས				
སྒྱུར་བ	VERB			1802
སྒྱུར་བཀོད				
སྒྱུར་བཅོས				
སྒྱུར་བྱེད	NOUN			154
སྒྱུར་འགྲེལ				
སྒྱུར་རྟགས				
སྒྱུར་རྩིས				
སྒྱུར་རྩོམ				
སྒྱུར་ལམ				
སྒྱེ				
སྒྱེ་ཕྱོགས				
སྒྱེ་བོ				
སྒྱེ་མོ				3
སྒྱེ་སྒུར				
སྒྱེ་སྒྱེའུ				
སྒྱེ་སྣོད				
སྒྱེ་སྲིང				
སྒྱེད་པུ				210
སྒྱེད་པོ				
སྒྱེད་བཙད				
སྒྱེད་བུ				
སྒྱེན་པ				
སྒྱེའུ				27
སྒྱེའུ་ཀ				
སྒྱེལ				88
སྒྱེལ་བ				20
སྒྱེས་པ				
སྒྱོ་བ				
སྒྱོག་པོ				
སྒྱོགས				135
སྒྱོགས་གྲུ				
སྒྱོགས་དངོས				
སྒྱོགས་དམག				
སྒྱོགས་མདའ				4
སྒྱོགས་མདེལ				
སྒྱོགས་མེ				
སྒྱོགས་འཁོར				
སྒྱོགས་འཇིགས				
སྒྱོགས་འཐབ				
སྒྱོགས་རྡོ				17
སྒྱོགས་རྫོང				
སྒྱོགས་ལྕགས				
སྒྱོགས་སྟེགས				
སྒྱོང				
སྒྱོང་བ				1
སྒྱོར་ཆིག				
སྒྱོར་བ				
སྒྲ	NOUN			66852
སྒྲ་ཁམས				
སྒྲ་གཅན	OTHER			1190
སྒྲ་གཉིས				
སྒྲ་གདངས	NOUN			42
སྒྲ་གནས				
སྒྲ་གཞུང	OTHER			9
སྒྲ་གསང				
སྒྲ་གསལ				
སྒྲ་གསུམ				
སྒྲ་གྲག				
སྒྲ་ངན				7
སྒྲ་ཅན				
སྒྲ་ཆེ				
སྒྲ་ཆེན				
སྒྲ་ཉིད				
སྒྲ་ཏོག				
སྒྲ་དཔར				
སྒྲ་དབྱངས	NOUN			1840
